Date/Time,LV ActivePower (kW),Wind Speed (m/s),Wind Direction (°),Theoretical_Power_Curve (KWh),
23 03 2018 07:30,3596.971924,13.6932497,196.7561951,3600,
23 03 2018 07:40,3595.179932,13.50002956,199.8435974,3600,
23 03 2018 07:50,3602.793945,14.19993019,201.8426971,3600,
23 03 2018 08:00,3601.387939,14.50074959,197.6882935,3600,
23 03 2018 08:10,3602.708984,14.99411011,204.6311035,3600,
23 03 2018 08:20,3603.590088,15.89844036,206.7794952,3600,
23 03 2018 08:30,3603.662109,14.71877956,209.4384003,3600,
23 03 2018 08:40,3596.281006,13.32919979,211.9546051,3600,
23 03 2018 08:50,3551.24292,13.19690037,209.5901947,3600,
23 03 2018 09:00,3481.812012,12.67751026,211.2274933,3590.018384,
23 03 2018 09:10,3586.538086,13.11141014,209.179306,3600,
23 03 2018 09:20,3430.778076,12.8475399,207.6007996,3596.066406,
23 03 2018 09:30,3414.61499,13.1732502,212.5431061,3600,
23 03 2018 09:40,3595.894043,15.12477016,216.5950928,3600,
23 03 2018 09:50,3601.667969,16.75419044,213.8751984,3600,
23 03 2018 10:00,3584.759033,15.15958977,211.9956055,3600,
23 03 2018 10:10,3571.5271,14.26702023,212.4593048,3600,
23 03 2018 10:20,3587.319092,14.02795029,214.9593048,3600,
23 03 2018 10:30,3575.637939,13.86025047,221.0941925,3600,
23 03 2018 10:40,3596.787109,14.55241013,226.3294067,3600,
23 03 2018 10:50,3583.647949,14.82660007,223.3858948,3600,
23 03 2018 11:00,3286.853027,12.15929985,231.4597015,3544.577258,
23 03 2018 11:10,3369.943115,13.3660202,229.6018066,3600,
23 03 2018 11:20,2735.870117,10.67504025,231.808197,3145.223274,
23 03 2018 11:30,1865.86499,8.820611954,238.4696045,2029.051493,
23 03 2018 11:40,1768.409058,8.311889648,239.639801,1713.338226,
23 03 2018 11:50,1891.983032,8.738024712,243.4779053,1976.66992,
23 03 2018 12:00,1725.07605,8.421803474,245.120697,1779.998102,
23 03 2018 12:10,1237.29895,7.551336765,242.8036041,1284.496074,
23 03 2018 12:20,1238.52002,7.496414185,244.5921936,1256.12328,
23 03 2018 12:30,799.4113159,6.545200825,251.3553925,823.7854475,
23 03 2018 12:40,744.6334839,6.460689068,253.9382935,790.699536,
23 03 2018 12:50,596.2860718,5.895697117,249.4131927,590.3623651,
23 03 2018 13:00,393.5914001,5.369918823,261.4299011,432.3463857,
23 03 2018 13:10,977.5770874,6.855351925,252.2088013,952.1808883,
23 03 2018 13:20,826.0236816,6.409500122,257.0333862,771.0430356,
23 03 2018 13:30,819.0169067,6.268894196,247.7368927,718.5200082,
23 03 2018 13:40,1413.487061,7.794243813,242.2044067,1414.462702,
23 03 2018 13:50,516.0443726,5.582046986,244.7575073,492.9147883,
23 03 2018 14:00,296.7562866,4.716563225,244.2398987,269.2999945,
23 03 2018 14:10,596.2941895,6.026538849,242.0823975,632.9791292,
23 03 2018 14:20,508.997406,5.737011909,239.0997009,539.8357075,
23 03 2018 14:30,372.887207,5.096108913,244.8027954,359.9661146,
23 03 2018 14:40,147.7781982,4.057096958,236.3092957,133.673678,
23 03 2018 14:50,332.0992126,4.981202126,220.7740021,331.3949789,
23 03 2018 15:00,214.2891998,4.3502388,243.0863037,190.9552623,
23 03 2018 15:10,121.4520035,3.867320061,230.0702057,103.933769,
23 03 2018 15:20,0,3.317476034,217.9244995,34.22251567,
23 03 2018 15:30,0,4.426352978,201.6513062,206.5717028,
23 03 2018 15:40,0,5.237432957,178.677002,396.5426583,
23 03 2018 15:50,0,3.768452883,184.3919983,87.83207889,
23 03 2018 16:00,0,3.595288038,256.8649902,63.3986451,
23 03 2018 16:10,346.4450989,5.372280121,246.2653046,432.9982797,
23 03 2018 16:20,784.6182861,6.121297836,213.8069,665.6768853,
23 03 2018 16:30,1664.057983,8.444642067,229.4255981,1793.968667,
23 03 2018 16:40,2245.827881,9.472726822,224.3766937,2452.0827,
23 03 2018 16:50,2668.39209,10.18192959,219.4087067,2900.130629,
23 03 2018 17:00,1548.921021,8.098759651,211.4403992,1587.049331,
23 03 2018 17:10,1042.500977,6.626936913,229.3509064,856.5453985,
23 03 2018 17:20,100.0628967,3.311970949,223.4510956,33.76914022,
23 03 2018 17:30,72.0526123,3.61657095,205.2158966,66.14304925,
23 03 2018 17:40,509.9778137,5.745469093,223.2969971,542.4641478,
23 03 2018 17:50,509.9884033,5.775055885,235.8013,551.7158661,
23 03 2018 18:00,39.15784073,3.317384958,255.7805939,34.2149756,
23 03 2018 18:10,0,2.79252696,325.368988,0,
23 03 2018 18:20,0,1.848992944,340.8492126,0,
23 03 2018 18:30,0,3.199354887,261.3623962,25.55874606,
23 03 2018 18:40,66.10965729,4.296123981,232.8616943,180.0478195,
23 03 2018 18:50,335.9484863,5.115561008,219.5128021,364.90481,
23 03 2018 19:00,577.2689209,5.966086864,212.107193,613.6112779,
23 03 2018 19:10,558.0618286,5.833800793,204.1291046,570.347603,
23 03 2018 19:20,1076.524048,7.22191,200.669693,1119.096581,
23 03 2018 19:30,1381.900024,8.019511223,203.9832001,1541.189717,
23 03 2018 19:40,1579.555054,8.247607231,202.503006,1674.817694,
23 03 2018 19:50,1314.562988,7.845166206,198.1781006,1442.615773,
23 03 2018 20:00,1310.057983,7.617588043,196.7481995,1319.205576,
23 03 2018 20:10,1461.915039,8.089561462,197.530899,1581.694431,
23 03 2018 20:20,2292.272949,9.64773941,199.0157928,2552.888856,
23 03 2018 20:30,2484.364014,10.13059044,195.3132935,2870.662719,
23 03 2018 20:40,2259.986084,9.707929611,199.0812073,2596.711161,
23 03 2018 20:50,1624.262939,8.545964241,193.3549042,1856.412969,
23 03 2018 21:00,1580.511963,8.488779068,190.9008026,1821.078639,
23 03 2018 21:10,1327.274048,7.821307182,188.8069,1429.387727,
23 03 2018 21:20,1254.647949,7.509315014,191.1390991,1262.781327,
23 03 2018 21:30,1358.025024,7.887421131,192.287796,1466.201535,
23 03 2018 21:40,1269.875977,7.492684841,194.6638947,1254.186553,
23 03 2018 21:50,1354.57605,7.883948803,194.5610046,1464.255805,
23 03 2018 22:00,1270.776978,7.685891151,199.3800964,1355.580217,
23 03 2018 22:10,1278.140015,7.79698801,198.2951965,1415.972196,
23 03 2018 22:20,1510.817017,8.206486702,197.293396,1650.366638,
23 03 2018 22:30,1635.458008,8.622488022,195.6105042,1904.047691,
23 03 2018 22:40,1779.838013,8.803516388,194.6799927,2018.178493,
23 03 2018 22:50,1811.05603,8.939008713,194.3934021,2104.74897,
23 03 2018 23:00,1632.322998,8.653373718,194.107193,1923.381541,
23 03 2018 23:10,1359.797974,7.892828941,196.8399963,1469.234487,
23 03 2018 23:20,1115.69397,7.424028873,197.5982056,1218.912388,
23 03 2018 23:30,874.8212891,6.828967094,202.3565063,940.8186656,
23 03 2018 23:40,753.093811,6.656001091,204.7167969,868.3771042,
23 03 2018 23:50,687.2634888,6.477372169,206.8571014,797.1681366,
24 03 2018 00:00,742.2266846,6.597626209,203.5399933,844.7108023,
24 03 2018 00:10,608.3602295,6.29681778,202.760498,728.7804802,
24 03 2018 00:20,498.7015076,5.886639118,206.9172058,587.4085097,
24 03 2018 00:30,547.5819702,5.897883892,206.3206024,591.0767686,
24 03 2018 00:40,822.5374146,6.808876038,203.7583008,932.2229049,
24 03 2018 00:50,1028.906006,7.430932045,200.7503052,1222.426793,
24 03 2018 01:00,1044.237061,7.369898796,201.8088989,1191.600846,
24 03 2018 01:10,1045.678955,7.191297054,205.6123962,1104.481524,
24 03 2018 01:20,676.7382813,6.091644764,208.3583069,655.3415906,
24 03 2018 01:30,1128.655029,7.700055122,210.3728943,1363.196357,
24 03 2018 01:40,1266.317993,7.58386898,207.3925934,1301.468291,
24 03 2018 01:50,1103.322021,7.444567204,208.5075073,1229.389536,
24 03 2018 02:00,834.1699829,6.652394772,210.1741028,866.9037594,
24 03 2018 02:10,551.6702881,5.956371784,208.6197968,610.3712402,
24 03 2018 02:20,789.6307983,6.86626482,202.4947052,956.9049746,
24 03 2018 02:30,915.3544922,6.975241184,196.6345062,1004.882108,
24 03 2018 02:40,1122.761963,7.463295937,196.7879028,1238.999184,
24 03 2018 02:50,1275.605957,7.753537178,198.3959045,1392.175647,
24 03 2018 03:00,1155.397949,7.561326981,203.3148956,1289.693178,
24 03 2018 03:10,967.2407837,7.262198925,203.2024994,1138.528379,
24 03 2018 03:20,1033.994995,7.572543144,199.671402,1295.543747,
24 03 2018 03:30,808.1516724,6.750905991,206.069397,907.6903335,
24 03 2018 03:40,796.5336914,6.690761089,226.2064972,882.6548177,
24 03 2018 03:50,396.3796082,5.588038921,219.346405,494.6860508,
24 03 2018 04:00,681.2833862,6.431166172,227.3486938,779.3276636,
24 03 2018 04:10,357.6288147,5.238193989,248.1636963,396.7440624,
24 03 2018 04:20,37.10614014,3.696852922,336.5806885,77.14761316,
24 03 2018 04:30,400.0144958,5.419349194,16.43618011,446.0956792,
24 03 2018 04:40,482.4566956,5.649767876,34.14896011,513.1330388,
24 03 2018 04:50,282.545105,5.014787197,35.34637833,339.6406499,
24 03 2018 05:00,55.22994995,4.243611813,55.6023407,169.6131694,
24 03 2018 05:10,0,2.726363897,57.26937866,0,
24 03 2018 05:20,0,1.579234958,226.5328979,0,
24 03 2018 05:30,0,3.173264027,243.5628967,23.94608269,
24 03 2018 05:40,213.9904938,4.767378807,259.3039856,280.8414808,
24 03 2018 05:50,210.9020996,4.719389915,262.6665955,269.937428,
24 03 2018 06:00,106.6542969,3.907567978,269.221405,110.9365461,
24 03 2018 06:10,7.854466915,2.840428114,269.0997925,0,
24 03 2018 06:20,83.35659027,3.984250069,274.6821899,124.995858,
24 03 2018 06:30,146.6786041,4.26450491,271.910614,173.7474522,
24 03 2018 06:40,159.3589935,4.407973766,300.6882935,202.7707683,
24 03 2018 06:50,62.35839081,3.837100983,297.6477051,98.84627586,
24 03 2018 07:00,61.66796112,3.78550005,300.6759949,90.49682782,
24 03 2018 07:10,8.542498589,2.979846001,312.930603,0,
24 03 2018 07:20,0,2.187262058,282.0618896,0,
24 03 2018 07:30,0,2.238177061,247.1029968,0,
24 03 2018 07:40,0,3.793272018,215.6849976,91.72714421,
24 03 2018 07:50,27.26137924,4.131425858,214.8289948,147.7934216,
24 03 2018 08:00,152.4638062,4.359611988,207.9734955,192.8608173,
24 03 2018 08:10,427.1706848,5.57449913,208.0657043,490.6884184,
24 03 2018 08:20,407.2890015,5.370509148,212.0623932,432.5093132,
24 03 2018 08:30,258.3875122,4.866580963,207.3220062,303.8867437,
24 03 2018 08:40,32.67087936,2.97220397,213.9358978,0,
24 03 2018 08:50,0,1.44117403,272.964386,0,
24 03 2018 09:00,0,1.243477941,255.0735016,0,
24 03 2018 09:10,0,1.366981983,351.8581848,0,
24 03 2018 09:20,0,1.016983986,355.434906,0,
24 03 2018 09:30,0,1.282613993,0.1974198967,0,
24 03 2018 09:40,0,2.044881105,339.6281128,0,
24 03 2018 09:50,0,2.112415075,335.9067078,0,
24 03 2018 10:00,0,2.366869926,325.5072937,0,
24 03 2018 10:10,0,1.349822998,326.6418152,0,
24 03 2018 10:20,0,0.7445924282,109.2979965,0,
24 03 2018 10:30,0,0.7200958133,333.5975037,0,
24 03 2018 10:40,0,1.183339953,323.8236084,0,
24 03 2018 10:50,0,0.7602347136,309.145813,0,
24 03 2018 11:00,0,1.215186,191.2429962,0,
24 03 2018 11:10,0,1.692075968,191.4190063,0,
24 03 2018 11:20,0,2.130844116,195.3614044,0,
24 03 2018 11:30,0,2.044126987,143.0115051,0,
24 03 2018 11:40,0,2.161710978,139.4555969,0,
24 03 2018 11:50,0,3.002257109,80.7420578,16.07263504,
24 03 2018 12:00,0,2.845494986,65.47289276,0,
24 03 2018 12:10,0,2.189482927,52.87784958,0,
24 03 2018 12:20,0,2.528923988,78.43570709,0,
24 03 2018 12:30,0,2.265326023,77.74062347,0,
24 03 2018 12:40,0,2.80230689,80.68086243,0,
24 03 2018 12:50,0,3.55735898,89.210289,58.68740999,
24 03 2018 13:00,0,3.183037996,98.25173187,24.53744853,
24 03 2018 13:10,0,3.232402086,134.4129028,27.75772514,
24 03 2018 13:20,0,3.447607994,95.08548737,46.35168912,
24 03 2018 13:30,0,3.043272972,109.2549973,17.53453912,
24 03 2018 13:40,0,2.728677988,91.94074249,0,
24 03 2018 13:50,0,3.132857084,91.54361725,21.66350708,
24 03 2018 14:00,0,3.455018997,90.49066162,47.12399093,
24 03 2018 14:10,0,3.509175062,74.9908371,53.03434151,
24 03 2018 14:20,0,3.307070971,83.79051208,33.36967753,
24 03 2018 14:30,25.75863075,3.527631998,88.03327179,55.15586597,
24 03 2018 14:40,9.404949188,2.690885067,109.0953979,0,
24 03 2018 14:50,4.050856113,2.875365019,118.9534988,0,
24 03 2018 15:00,38.75920105,3.525264978,126.3527985,54.88074311,
24 03 2018 15:10,21.53557014,3.276190996,117.4748001,30.94062919,
24 03 2018 15:20,97.9525528,3.354435921,90.33277893,37.39193521,
24 03 2018 15:30,106.5786972,3.946224928,122.4424973,117.9065268,
24 03 2018 15:40,183.9584961,4.171945095,147.718399,155.6019043,
24 03 2018 15:50,49.10797882,3.361630917,147.4882965,38.03434292,
24 03 2018 16:00,35.56169891,3.285895109,151.6643066,31.68752457,
24 03 2018 16:10,49.0811615,3.420022011,143.7234039,43.55418351,
24 03 2018 16:20,132.5175018,3.964221001,152.3863983,121.2328431,
24 03 2018 16:30,400.321991,5.094834805,178.1072998,359.6436776,
24 03 2018 16:40,373.6140137,5.229730129,181.8246002,394.5068591,
24 03 2018 16:50,180.3603973,4.389820099,174.133194,199.0353983,
24 03 2018 17:00,208.4340057,4.38338089,170.3110962,197.7149229,
24 03 2018 17:10,264.5982971,4.712975979,173.8522034,268.4918216,
24 03 2018 17:20,349.9606018,4.980462074,176.6584015,331.2142466,
24 03 2018 17:30,515.8278198,5.628774166,182.9431,506.8182987,
24 03 2018 17:40,685.5789185,6.113874912,187.9425049,663.0808802,
24 03 2018 17:50,526.7886963,5.849554062,192.8518982,575.4039497,
24 03 2018 18:00,470.6983032,5.775056839,192.9353027,551.7161657,
24 03 2018 18:10,434.8724976,5.622014046,194.9360962,504.79394,
24 03 2018 18:20,372.2782898,5.038681984,207.4797058,345.5596484,
24 03 2018 18:30,723.8936157,6.130012035,206.9571991,668.7319997,
24 03 2018 18:40,1086.386963,7.234704018,208.0137024,1125.242844,
24 03 2018 18:50,915.5828857,7.018507957,208.8751068,1024.3422,
24 03 2018 19:00,537.1589966,6.018908978,202.0319061,630.3880909,
24 03 2018 19:10,537.3485718,6.011704922,203.497406,627.9473696,
24 03 2018 19:20,326.8351135,5.196005821,200.9120026,385.6518114,
24 03 2018 19:30,358.875,5.250678062,198.3439026,400.0548458,
24 03 2018 19:40,350.0958862,5.245550156,198.9010925,398.6933408,
24 03 2018 19:50,492.8872986,6.108778,195.0527039,661.3017562,
24 03 2018 20:00,416.9790039,5.825382233,193.8605957,567.6559428,
24 03 2018 20:10,414.2101135,5.829833984,193.4544983,569.0783927,
24 03 2018 20:20,314.2362061,5.199450016,202.4747009,386.5518485,
24 03 2018 20:30,274.2184143,5.0648489,192.7131042,352.0920841,
24 03 2018 20:40,174.0433044,4.482123852,188.7528992,218.22548,
24 03 2018 20:50,209.0852966,4.714655876,189.3905945,268.8701796,
24 03 2018 21:00,175.345993,4.507083893,191.4440002,223.500628,
24 03 2018 21:10,182.927002,4.500681877,193.2071075,222.1440443,
24 03 2018 21:20,44.61317062,3.610239983,191.3916931,65.31910635,
24 03 2018 21:30,3.884903908,2.984580994,175.8675995,0,
24 03 2018 21:40,0,3.153460026,176.4759064,22.79471919,
24 03 2018 21:50,49.92602921,4.125498772,175.190094,146.657896,
24 03 2018 22:00,119.9740982,4.311923981,160.8784943,183.2160725,
24 03 2018 22:10,186.9933929,4.53887701,159.7171021,230.2743057,
24 03 2018 22:20,218.2940063,4.783596039,166.4929962,284.5618819,
24 03 2018 22:30,325.0551147,5.442096233,165.4391022,452.4960503,
24 03 2018 22:40,776.484375,6.54065609,164.9418945,821.9859777,
24 03 2018 22:50,1091.25,7.082368851,176.1824036,1053.503251,
24 03 2018 23:00,795.449585,6.421442986,169.137207,775.6033661,
24 03 2018 23:10,749.4011841,6.229365826,187.1746063,704.138866,
24 03 2018 23:20,494.2561951,5.718808174,200.3139954,534.2022405,
24 03 2018 23:30,316.9610901,5.108399868,201.497406,363.083172,
24 03 2018 23:40,573.4415894,5.952119827,200.7633972,608.9563542,
24 03 2018 23:50,871.6090698,6.654372215,198.0722961,867.71145,
25 03 2018 00:00,904.6779175,6.649707794,190.9889984,865.8069766,
25 03 2018 00:10,733.2177734,6.386728764,200.1875,762.3911048,
25 03 2018 00:20,585.0908813,6.053187847,198.9709015,642.0777238,
25 03 2018 00:30,470.1029053,5.69504118,203.5308075,526.8964746,
25 03 2018 00:40,378.8901978,5.312347889,210.3273926,416.6030411,
25 03 2018 00:50,302.7345886,4.979066849,217.2689972,330.8736226,
25 03 2018 01:00,348.0033875,5.247712135,224.9064941,399.2670966,
25 03 2018 01:10,480.9320068,5.71387291,212.7198029,532.6805969,
25 03 2018 01:20,585.9113159,6.072060108,188.7328949,648.5670597,
25 03 2018 01:30,346.5368042,5.209052086,180.955307,389.066226,
25 03 2018 01:40,241.0991974,4.808394909,170.8352051,290.286177,
25 03 2018 01:50,389.9177856,5.461785793,169.4833984,458.0737823,
25 03 2018 02:00,617.4730225,6.109824181,181.9864044,661.6667087,
25 03 2018 02:10,822.272583,6.546003819,192.970993,824.10363,
25 03 2018 02:20,605.6287231,6.08193922,200.7886047,651.9792229,
25 03 2018 02:30,313.5780945,5.035384178,196.0301971,344.7401326,
25 03 2018 02:40,419.3469849,5.742483139,200.3191071,541.5353171,
25 03 2018 02:50,542.1453247,6.2185359,200.8446045,700.2280334,
25 03 2018 03:00,410.4602966,5.699690819,198.6408997,528.3213531,
25 03 2018 03:10,428.3482056,5.912549973,186.8383942,595.8810298,
25 03 2018 03:20,455.2977905,5.914855003,183.4394073,596.6381586,
25 03 2018 03:30,431.8432922,5.796707153,184.5065002,558.542033,
25 03 2018 03:40,332.4403992,5.348453999,186.2187958,426.4429042,
25 03 2018 03:50,241.6065979,4.835826874,195.2068939,296.6683412,
25 03 2018 04:00,160.3468933,4.460012913,207.4179993,213.5834138,
25 03 2018 04:10,94.56916046,4.031772137,218.3587952,128.9213849,
25 03 2018 04:20,24.34531975,3.37092495,223.8912048,38.87642385,
25 03 2018 04:30,6.182541847,3.083112001,230.933197,19.21219243,
25 03 2018 04:40,0,2.91958499,243.2521057,0,
25 03 2018 04:50,0,3.238555908,209.270401,28.18650277,
25 03 2018 05:00,177.3804016,4.527546883,199.1938019,227.8533207,
25 03 2018 05:10,149.6264954,4.146846771,200.2378998,150.7557494,
25 03 2018 05:20,161.2572021,4.414384842,199.5579071,204.0944193,
25 03 2018 05:30,193.9445038,4.597478867,198.2545929,242.9226892,
25 03 2018 05:40,211.8238068,4.518281937,195.5684967,225.8794277,
25 03 2018 05:50,110.1719971,3.83306694,199.4450989,98.17818425,
25 03 2018 06:00,2.752273083,2.538893938,195.2198029,0,
25 03 2018 06:10,3.468871117,2.58612895,192.5554047,0,
25 03 2018 06:20,21.54846954,3.200639009,175.8076019,25.64092927,
25 03 2018 06:30,67.36525726,3.617806911,171.4794006,66.30465156,
25 03 2018 06:40,11.15946007,2.769270897,182.5088043,0,
25 03 2018 06:50,0,2.099991083,181.4425964,0,
25 03 2018 07:00,3.224131107,3.215250969,197.0771942,26.59466938,
25 03 2018 07:10,10.23614979,2.829689026,181.6385956,0,
25 03 2018 07:20,213.7814026,4.282458782,166.7021027,177.3184123,
25 03 2018 07:30,622.1027832,6.052786827,172.5906067,641.9402436,
25 03 2018 07:40,377.2066956,4.948489189,183.0377045,323.4452049,
25 03 2018 07:50,609.4467163,5.692755222,176.3159027,526.1967237,
25 03 2018 08:00,602.6099854,5.859169006,174.3347931,578.5026471,
25 03 2018 08:10,473.2719116,5.317071915,177.8110046,417.8840554,
25 03 2018 08:20,258.4046021,4.504219055,183.1387024,222.8932658,
25 03 2018 08:30,195.9062958,4.309892178,185.8498993,182.8078981,
25 03 2018 08:40,521.6798706,5.646275997,174.7996979,512.0797599,
25 03 2018 08:50,418.9804077,5.117387772,176.3513947,365.3701526,
25 03 2018 09:00,464.9129944,5.550958157,173.6710968,483.7790794,
25 03 2018 09:10,713.8206177,5.84803915,181.3404999,574.9165957,
25 03 2018 09:20,555.7941284,5.976140976,180.9340973,616.9750106,
25 03 2018 09:30,643.7965698,5.843432903,190.2048035,573.4361985,
25 03 2018 09:40,543.9091187,5.650794983,194.3506927,513.4430767,
25 03 2018 09:50,443.2611084,5.396812916,180.6697998,439.8002397,
25 03 2018 10:00,303.671814,4.698161125,182.2433929,265.1632657,
25 03 2018 10:10,721.1774292,6.154693127,184.8164978,677.4290089,
25 03 2018 10:20,672.3245239,5.779086113,198.8815002,552.9829188,
25 03 2018 10:30,883.8956909,6.470431805,196.0924072,794.4733903,
25 03 2018 10:40,782.7280273,6.181818008,200.5444946,687.0623035,
25 03 2018 10:50,954.8358154,6.800028801,207.0534058,928.4530123,
25 03 2018 11:00,595.883728,5.845199108,195.7337952,574.0035789,
25 03 2018 11:10,645.0567017,5.961995125,198.6298981,612.2454297,
25 03 2018 11:20,808.520874,6.32713604,207.5924072,740.0161723,
25 03 2018 11:30,1679.160034,8.299760818,212.022995,1706.043062,
25 03 2018 11:40,856.9476929,6.5828619,214.3271027,838.7863775,
25 03 2018 11:50,613.2918701,5.711439133,221.8583984,531.9311,
25 03 2018 12:00,212.6996002,4.492181778,229.1199036,220.3466779,
25 03 2018 12:10,402.9128113,5.310490131,221.3545074,416.0997989,
25 03 2018 12:20,313.3544006,4.803850174,217.0709076,289.2339197,
25 03 2018 12:30,371.3890991,5.019773006,217.0641022,340.8720697,
25 03 2018 12:40,692.1646729,6.195016861,218.4371948,691.7783108,
25 03 2018 12:50,962.7059937,6.660758018,227.7682037,870.3228063,
25 03 2018 13:00,546.1763916,5.639314175,228.3583984,509.983335,
25 03 2018 13:10,2128.923096,8.954353333,220.9584045,2114.606927,
25 03 2018 13:20,2580.166992,10.02309036,208.4132996,2806.375573,
25 03 2018 13:30,1593.449951,8.001913071,205.9264984,1531.09243,
25 03 2018 13:40,1657.930054,8.181103706,209.0090027,1635.349765,
25 03 2018 13:50,1517.797974,8.10014534,212.0814056,1587.856754,
25 03 2018 14:00,1006.452026,7.12961483,208.3054962,1075.419987,
25 03 2018 14:10,861.6859131,6.811439037,197.9716034,933.3167695,
25 03 2018 14:20,345.2026978,4.958430767,192.9272003,325.8527019,
25 03 2018 14:30,88.13465881,3.571197033,201.6862946,60.37958909,
25 03 2018 14:40,255.4429932,4.82887888,209.4501953,295.0468522,
25 03 2018 14:50,342.9136963,5.197857857,206.9893951,386.135664,
25 03 2018 15:00,352.4489136,5.364644051,207.4568939,430.8919238,
25 03 2018 15:10,276.7637024,4.992534161,206.3155975,334.167607,
25 03 2018 15:20,204.9490051,4.526391983,210.460495,227.6069852,
25 03 2018 15:30,247.4763031,4.812653065,214.8795013,291.2733912,
25 03 2018 15:40,322.2026978,5.063566208,210.1636047,351.7706252,
25 03 2018 15:50,712.7584229,6.354763985,217.8009949,750.3415107,
25 03 2018 16:00,805.7359009,6.818181992,212.9924927,936.198353,
25 03 2018 16:10,750.2020874,6.127066135,196.9485016,667.6982874,
25 03 2018 16:20,1688.741943,8.481685638,205.6739044,1816.711992,
25 03 2018 16:30,1078.873047,7.181982994,215.1405945,1100.060273,
25 03 2018 16:40,596.4981079,6.010016918,226.6446991,627.3762797,
25 03 2018 16:50,238.8253021,4.548653126,233.0310059,232.3695513,
25 03 2018 17:00,232.8314972,4.642286777,225.9765015,252.7397398,
25 03 2018 17:10,1536.006958,8.275576591,214.3190002,1691.534258,
25 03 2018 17:20,1424.738037,8.256491661,209.3121033,1680.120281,
25 03 2018 17:30,891.9290161,6.920513153,207.2727051,980.6043567,
25 03 2018 17:40,694.2542725,6.331852913,205.5099945,741.7731433,
25 03 2018 17:50,1443.833984,7.895314217,200.0198975,1470.629434,
25 03 2018 18:00,2139.679932,9.149438858,196.2503967,2240.739493,
25 03 2018 18:10,2780.896973,10.39673042,198.0283966,3015.106672,
25 03 2018 18:20,2808.585938,10.54541969,202.3623047,3087.169458,
25 03 2018 18:30,2613.219971,10.38158035,203.5482025,3007.425802,
25 03 2018 18:40,2581.590088,10.31980038,201.657196,2975.440787,
25 03 2018 18:50,2146.916016,9.318015099,200.6947021,2350.682826,
25 03 2018 19:00,2386.653076,9.661158562,204.1269073,2562.767856,
25 03 2018 19:10,2617.01001,10.02455997,203.3645935,2807.278401,
25 03 2018 19:20,2669.760986,10.20578003,200.1560974,2913.554269,
25 03 2018 19:30,2705.843018,10.38138008,198.7109985,3007.323841,
25 03 2018 19:40,3060.264893,11.0302,197.6336975,3283.000767,
25 03 2018 19:50,3577.802979,12.73519039,201.6988068,3592.544177,
25 03 2018 20:00,3601.477051,13.04277992,201.8054962,3600,
25 03 2018 20:10,3571.511963,12.57361984,200.5836945,3584.222744,
25 03 2018 20:20,3540.542969,12.35966969,197.8426971,3567.122144,
25 03 2018 20:30,3603.905029,13.06120968,197.655304,3600,
25 03 2018 20:40,3556.352051,12.74860954,197.0175018,3593.06164,
25 03 2018 20:50,3501.0271,11.43889046,196.0485992,3406.349668,
25 03 2018 21:00,3439.316895,12.62417984,197.5744934,3587.244762,
25 03 2018 21:10,3584.73291,12.76651955,188.5605011,3593.711212,
25 03 2018 21:20,3547.852051,12.31429958,189.0128937,3562.580658,
25 03 2018 21:30,3557.918945,12.60828018,184.7942047,3586.335769,
25 03 2018 21:40,3544.819092,12.22700977,184.9936066,3552.920077,
25 03 2018 21:50,3350.792969,12.52017021,180.2595978,3580.608696,
25 03 2018 22:00,3053.624023,11.15633011,185.8697968,3324.889258,
25 03 2018 22:10,2626.131104,10.42432976,184.3883972,3028.936256,
25 03 2018 22:20,3554.549072,12.91625977,177.6091003,3597.32117,
25 03 2018 22:30,3599.935059,13.04426956,181.0675049,3600,
25 03 2018 22:40,3603.806885,13.07594013,179.6072998,3600,
25 03 2018 22:50,3603.947998,13.21673012,184.065094,3600,
25 03 2018 23:00,3604.227051,13.42072964,180.7223053,3600,
25 03 2018 23:10,3604.256104,13.69480991,176.8495941,3600,
25 03 2018 23:20,3603.601074,13.21008015,177.7489929,3600,
25 03 2018 23:30,3597.906006,13.02762032,181.496994,3600,
25 03 2018 23:40,3501.565918,11.98184967,184.7942963,3519.099378,
25 03 2018 23:50,3368.350098,11.71636963,186.282196,3470.785807,
26 03 2018 00:00,3579.163086,12.62816048,185.5245056,3587.466419,
26 03 2018 00:10,3603.793945,13.50576019,185.6593018,3600,
26 03 2018 00:20,3604.001953,13.89700031,181.4833984,3600,
26 03 2018 00:30,3604.037109,14.4317503,180.600296,3600,
26 03 2018 00:40,3604.031006,14.8849802,179.7205963,3600,
26 03 2018 00:50,3604.154053,15.76445007,177.8842926,3600,
26 03 2018 01:00,3604.218994,16.44816017,178.1717072,3600,
26 03 2018 01:10,3604.136963,16.20066071,176.7539978,3600,
26 03 2018 01:20,3603.967041,15.57063961,176.1011963,3600,
26 03 2018 01:30,3604.116943,15.62565041,175.6165924,3600,
26 03 2018 01:40,3603.769043,15.65847015,176.8292999,3600,
26 03 2018 01:50,3604.030029,15.74279022,173.740097,3600,
26 03 2018 02:00,3603.917969,16.09012032,174.3070984,3600,
26 03 2018 02:10,3604.014893,14.7274704,170.1582031,3600,
26 03 2018 02:20,3603.88501,14.79792976,168.8092041,3600,
26 03 2018 02:30,3604.072021,14.72280025,166.7225037,3600,
